rank,word,length,language
1022,distancia,9,spanish
1023,organismo,9,spanish
1024,cruz,4,spanish
1026,realmente,9,spanish
1027,alberto,7,spanish
1029,novela,6,spanish
1030,alma,4,spanish
1031,doble,5,spanish
1032,anteriores,10,spanish
1033,obtener,7,spanish
1034,dije,4,spanish
1036,podido,6,spanish
1039,crear,5,spanish
1040,motivo,6,spanish
1041,tercer,6,spanish
1043,significa,9,spanish
1044,empleo,6,spanish
1045,escrito,7,spanish
1046,departamento,12,spanish
1047,contacto,8,spanish
1048,casas,5,spanish
1050,rostro,6,spanish
1051,oportunidad,11,spanish
1052,procesos,8,spanish
1053,terreno,7,spanish
1054,daba,4,spanish
1055,calles,6,spanish
1056,lista,5,spanish
1057,nacionales,10,spanish
1058,funciones,9,spanish
1059,leyes,5,spanish
1060,acceso,6,spanish
1065,grave,5,spanish
1066,tenga,5,spanish
1067,lunes,5,spanish
1069,junta,5,spanish
1070,lugares,7,spanish
1071,verano,6,spanish
1074,pensamiento,11,spanish
1075,york,4,spanish
1076,frecuencia,10,spanish
1078,viernes,7,spanish
1079,javier,6,spanish
1080,sitio,5,spanish
1081,agosto,6,spanish
1082,propiedad,9,spanish
1083,profesionales,13,spanish
1085,gusta,5,spanish
1086,objetivos,9,spanish
1087,movimientos,11,spanish
1088,alcalde,7,spanish
1089,ejecutivo,9,spanish
1090,ciudadanos,10,spanish
1091,necesidades,11,spanish
1094,veinte,6,spanish
1096,clara,5,spanish
1097,altura,6,spanish
1100,moral,5,spanish
1101,lograr,6,spanish
1104,asuntos,7,spanish
1105,peligro,7,spanish
1106,escena,6,spanish
1107,gusto,5,spanish
1108,palacio,7,spanish
1109,hotel,5,spanish
1110,colombia,8,spanish
1112,isla,4,spanish
1113,guardia,7,spanish
1114,confianza,9,spanish
1115,ciudades,8,spanish
1116,esperar,7,spanish
1118,demanda,7,spanish
1119,personajes,10,spanish
1120,directamente,12,spanish
1122,discurso,8,spanish
1124,representantes,14,spanish
1125,normal,6,spanish
1126,pena,4,spanish
1127,jugadores,9,spanish
1128,supone,6,spanish
1129,industrial,10,spanish
1130,referencia,10,spanish
1131,febrero,7,spanish
1132,entender,8,spanish
1135,dejado,6,spanish
1136,alimentos,9,spanish
1137,pies,4,spanish
1140,autores,7,spanish
1141,marido,6,spanish
1143,llamada,7,spanish
1144,brazos,6,spanish
1148,nueve,5,spanish
1149,pueblos,7,spanish
1150,temporada,9,spanish
1152,abajo,5,spanish
1153,aquello,7,spanish
1154,maestro,7,spanish
1155,internacionales,15,spanish
1158,esposa,6,spanish
1160,totalmente,10,spanish
1161,perder,6,spanish
1162,venta,5,spanish
1163,finales,7,spanish
1165,contar,6,spanish
1166,diferencias,11,spanish
1167,familiar,8,spanish
1170,mala,4,spanish
1171,fundamental,11,spanish
1172,enorme,6,spanish
1173,puedan,6,spanish
1175,ofrece,6,spanish
1176,comercial,9,spanish
1178,aires,5,spanish
1179,profesor,8,spanish
1181,municipal,9,spanish
1182,declaraciones,13,spanish
1183,funcionarios,12,spanish
1184,aguas,5,spanish
1185,responsable,11,spanish
1187,alguno,6,spanish
1188,federal,7,spanish
1190,conflicto,9,spanish
1191,dicha,5,spanish
1193,dirigentes,10,spanish
1194,cambiar,7,spanish
1195,superficie,10,spanish
1196,necesita,8,spanish
1197,estudiantes,11,spanish
1198,tantos,6,spanish
1199,golpe,5,spanish
1202,equipos,7,spanish
1203,literatura,10,spanish
1204,pruebas,7,spanish
1205,alemania,8,spanish
1206,circunstancias,14,spanish
1207,tienes,6,spanish
1208,documento,9,spanish
1209,fiesta,6,spanish
1210,simplemente,11,spanish
1211,enrique,7,spanish
1212,aceite,6,spanish
1213,establecer,10,spanish
1215,eres,4,spanish
1216,locales,7,spanish
1218,pobre,5,spanish
1221,parlamento,10,spanish
1222,territorio,10,spanish
1223,sale,4,spanish
1224,treinta,7,spanish
1225,coche,5,spanish
1226,clases,6,spanish
1227,afirma,6,spanish
1228,oficiales,9,spanish
1231,respeto,7,spanish
1232,tratado,7,spanish
1233,llevaba,7,spanish
1234,revista,7,spanish
1235,copa,4,spanish
1236,pintura,7,spanish
1237,nombres,7,spanish
1239,leche,5,spanish
1240,actualidad,10,spanish
1241,constituye,10,spanish
1242,tarea,5,spanish
1243,alcanzar,8,spanish
1244,competencia,11,spanish
1245,normas,6,spanish
1246,plata,5,spanish
1247,vecinos,7,spanish
1250,dando,5,spanish
1251,diputados,9,spanish
1252,judicial,8,spanish
1253,cualquiera,10,spanish
1255,jornada,7,spanish
1256,italia,6,spanish
1257,ganar,5,spanish
1258,candidato,9,spanish
1259,calor,5,spanish
1260,esperanza,9,spanish
1262,suele,5,spanish
1263,miles,5,spanish
1264,ritmo,5,spanish
1265,vive,4,spanish
1267,pasos,5,spanish
1270,presidencia,11,spanish
1271,triunfo,7,spanish
1272,ayuntamiento,12,spanish
1273,plantas,7,spanish
1276,tono,4,spanish
1278,quieren,7,spanish
1279,pesos,5,spanish
1280,delante,7,spanish
1281,propias,7,spanish
1282,plano,5,spanish
1283,enfermedades,12,spanish
1285,edificio,8,spanish
1286,nota,4,spanish
1287,franco,6,spanish
1288,jugar,5,spanish
1290,representa,10,spanish
1291,gesto,5,spanish
1292,mensaje,7,spanish
1293,vasco,5,spanish
1294,pudiera,7,spanish
1296,influencia,10,spanish
1297,pocas,5,spanish
1298,realizado,9,spanish
1299,conducta,8,spanish
1300,objetos,7,spanish
1302,provincia,9,spanish
1303,europeo,7,spanish
1304,verde,5,spanish
1306,escribir,8,spanish
1307,materiales,10,spanish
1308,eduardo,7,spanish
1309,cumplir,7,spanish
1311,alumnos,7,spanish
1313,muertos,7,spanish
1314,explica,7,spanish
1315,consecuencias,13,spanish
1316,refiere,7,spanish
1317,comer,5,spanish
1318,fines,5,spanish
1320,abierto,7,spanish
1321,debate,6,spanish
1322,barrio,6,spanish
1323,labor,5,spanish
1324,fondos,6,spanish
1325,justo,5,spanish
1327,diferente,9,spanish
1328,piensa,6,spanish
1330,mantiene,8,spanish
1331,situaciones,11,spanish
1332,fase,4,spanish
1334,agentes,7,spanish
1335,planta,6,spanish
1336,venezuela,9,spanish
1339,iban,4,spanish
1340,actos,5,spanish
1341,posibles,8,spanish
1344,velocidad,9,spanish
1345,familiares,10,spanish
1346,especies,8,spanish
1347,cabe,4,spanish
1348,asamblea,8,spanish
1349,comunidades,11,spanish
1350,museo,5,spanish
1351,conferencia,11,spanish
1353,autoridad,9,spanish
1354,sujeto,6,spanish
1355,alfonso,7,spanish
1356,tratar,6,spanish
1357,hacerse,7,spanish
1359,dificultades,12,spanish
1360,rato,4,spanish
1361,pagar,5,spanish
1362,colegio,7,spanish
1363,sabes,5,spanish
1365,personaje,9,spanish
1367,audiencia,9,spanish
1368,doce,4,spanish
1369,haga,4,spanish
1373,ausencia,8,spanish
1374,entrevista,10,spanish
1377,cocina,6,spanish
1380,naturales,9,spanish
1381,parecer,7,spanish
1382,santo,5,spanish
1383,vieja,5,spanish
1384,mario,5,spanish
1385,corresponde,11,spanish
1388,llegada,7,spanish
1389,comienza,8,spanish
1390,organizaciones,14,spanish
1391,tendencia,9,spanish
1392,escenario,9,spanish
1393,definitiva,10,spanish
1396,noticia,7,spanish
1398,reina,5,spanish
1399,ustedes,7,spanish
1400,madera,6,spanish
1402,habitantes,10,spanish
1403,recibir,7,spanish
1404,salvo,5,spanish
1405,familias,8,spanish
1406,miembro,7,spanish
1407,escritor,8,spanish
1408,conoce,6,spanish
1409,cuidado,7,spanish
1410,identidad,9,spanish
1411,quiso,5,spanish
1412,pareja,6,spanish
1413,evidente,8,spanish
1414,brasil,6,spanish
1415,ciertos,7,spanish
1416,siguen,6,spanish
1418,cadena,6,spanish
1419,acaba,5,spanish
1420,consiste,8,spanish
1422,cuentas,7,spanish
1423,azul,4,spanish
1425,puertas,7,spanish
1426,comida,6,spanish
1427,inmediato,9,spanish
1428,marca,5,spanish
1429,antiguo,7,spanish
1430,rojo,4,spanish
1431,debemos,7,spanish
1432,instante,8,spanish
1433,operaciones,11,spanish
1434,iniciativa,10,spanish
1435,caer,4,spanish
1436,luna,4,spanish
1438,VERDADERO,9,spanish
1442,quedado,7,spanish
1443,martes,6,spanish
1444,pleno,5,spanish
1446,juegos,6,spanish
1450,transporte,10,spanish
1452,pretende,8,spanish
1453,tantas,6,spanish
1454,sede,4,spanish
1455,comportamiento,14,spanish
1456,periodistas,11,spanish
1457,animal,6,spanish
1458,convertido,10,spanish
1459,brazo,5,spanish
1460,hermanos,8,spanish
1461,rico,4,spanish
1463,presupuesto,11,spanish
1464,estrategia,10,spanish
1465,naciones,8,spanish
1466,utilizar,8,spanish
1467,buenas,6,spanish
1468,compromiso,10,spanish
1469,acaso,5,spanish
1470,completo,8,spanish
1471,pelo,4,spanish
1472,piedra,6,spanish
1473,medicina,8,spanish
1474,campos,6,spanish
1475,liga,4,spanish
1476,vaya,4,spanish
1478,permanente,10,spanish
1482,tierras,7,spanish
1483,error,5,spanish
1484,incremento,10,spanish
1485,piso,4,spanish
1486,socialistas,11,spanish
1487,similar,7,spanish
1488,viento,6,spanish
1489,salvador,8,spanish
1490,seres,5,spanish
1491,posteriormente,14,spanish
1492,dispuesto,9,spanish
1493,poeta,5,spanish
1495,secreto,7,spanish
1496,funcionamiento,14,spanish
1497,debajo,6,spanish
1498,recordar,8,spanish
1499,valencia,8,spanish
1501,jueves,6,spanish
1502,corriente,9,spanish
1503,ingresos,8,spanish
1504,intento,7,spanish
1505,tuvieron,8,spanish
1506,colores,7,spanish
1507,altos,5,spanish
1508,sevilla,7,spanish
1509,hojas,5,spanish
1510,probablemente,13,spanish
1513,oferta,6,spanish
1514,washington,10,spanish
1516,oficina,7,spanish
1517,produjo,7,spanish
1518,soldados,8,spanish
1519,pasada,6,spanish
1520,volumen,7,spanish
1521,parecen,7,spanish
1522,causas,6,spanish
1523,dieron,6,spanish
1525,darle,5,spanish
1526,clave,5,spanish
1528,reciente,8,spanish
1529,votos,5,spanish
1531,piernas,7,spanish
1532,sirve,5,spanish
1533,carmen,6,spanish
1534,deuda,5,spanish
1535,noticias,8,spanish
1536,menores,7,spanish
1537,querido,7,spanish
1538,pago,4,spanish
1540,recuerda,8,spanish
1542,independencia,13,spanish
1543,ataque,6,spanish
1544,igualmente,10,spanish
1545,necesaria,9,spanish
1546,quedan,6,spanish
1547,regional,8,spanish
1548,castro,6,spanish
1549,decisiones,10,spanish
1551,llegaron,8,spanish
1552,siente,6,spanish
1553,juntos,6,spanish
1554,sabemos,7,spanish
1555,ropa,4,spanish
1556,parque,6,spanish
1557,empresarios,11,spanish
1558,conmigo,7,spanish
1559,procedimiento,13,spanish
1560,suma,4,spanish
1562,leer,4,spanish
1563,feliz,5,spanish
1564,ninguno,7,spanish
1566,ministros,9,spanish
1567,verdadera,9,spanish
1570,tanta,5,spanish
1572,mente,5,spanish
1573,tradicional,11,spanish
1574,abierta,7,spanish
1575,breve,5,spanish
1576,aparecen,8,spanish
1577,trataba,7,spanish
1578,recibido,8,spanish
1579,mejorar,7,spanish
1580,ciertas,7,spanish
1581,aparte,6,spanish
1583,entidad,7,spanish
1584,investigaciones,15,spanish
1585,temperatura,11,spanish
1586,siento,6,spanish
1587,londres,7,spanish
1588,directa,7,spanish
1589,portavoz,8,spanish
1591,responsables,12,spanish
1592,ventana,7,spanish
1593,contrato,8,spanish
1594,elemento,8,spanish
1595,privada,7,spanish
1596,quince,6,spanish
1599,firma,5,spanish
1600,incluye,7,spanish
1601,pobres,6,spanish
1603,abogado,7,spanish
1604,presentar,9,spanish
1605,gobernador,10,spanish
1607,jaime,5,spanish
1608,hablando,8,spanish
1609,canal,5,spanish
1612,personalidad,12,spanish
1615,documentos,10,spanish
1617,vivo,4,spanish
1619,preguntas,9,spanish
1620,inmediatamente,14,spanish
1621,cien,4,spanish
1623,hermana,7,spanish
1624,conde,5,spanish
1627,cincuenta,9,spanish
1628,sorpresa,8,spanish
1629,regiones,8,spanish
1630,carga,5,spanish
1631,bienes,6,spanish
1632,masa,4,spanish
1633,cartas,6,spanish
1634,reyes,5,spanish
1635,principalmente,14,spanish
1636,puestos,7,spanish
1637,sombra,6,spanish
1639,criterios,9,spanish
1640,abrir,5,spanish
1641,cuyos,5,spanish
1644,negra,5,spanish
1645,margen,6,spanish
1646,artista,7,spanish
1647,constante,9,spanish
1648,encontraba,10,spanish
1649,gastos,6,spanish
1650,morir,5,spanish
1651,espacios,8,spanish
1652,figuras,7,spanish
1654,venido,6,spanish
1655,indica,6,spanish
1656,comienzo,8,spanish
1658,cuarenta,8,spanish
1662,planes,6,spanish
1664,negocios,8,spanish
1667,entrega,7,spanish
1668,hacienda,8,spanish
1669,acuerdos,8,spanish
1670,preciso,7,spanish
1671,cuello,6,spanish
1672,banda,5,spanish
1673,suyo,4,spanish
1674,realiza,7,spanish
1675,frase,5,spanish
1676,bases,5,spanish
1677,siglos,6,spanish
1678,decidido,8,spanish
1679,sentir,6,spanish
1680,artistas,8,spanish
1681,asegura,7,spanish
1682,culpa,5,spanish
1683,original,8,spanish
1685,unidades,8,spanish
1687,sexo,4,spanish
1688,entra,5,spanish
1689,hayan,5,spanish
1690,resolver,8,spanish
1692,caja,4,spanish
1693,considerar,10,spanish
1694,extranjeros,11,spanish
1695,extremo,7,spanish
1696,periodista,10,spanish
1698,matrimonio,10,spanish
1699,quieres,7,spanish
1703,laboral,7,spanish
1704,importa,7,spanish
1706,negocio,7,spanish
1707,sexual,6,spanish
1710,labios,6,spanish
1714,depende,7,spanish
1715,diego,5,spanish
1716,actor,5,spanish
1718,belleza,7,spanish
1719,titular,7,spanish
1720,roma,4,spanish
1721,logrado,7,spanish
1723,detalles,8,spanish
1724,europeos,8,spanish
1725,caballo,7,spanish
1726,huelga,6,spanish
1727,carretera,9,spanish
1728,norteamericano,14,spanish
1729,producir,8,spanish
1730,antigua,7,spanish
1731,alianza,7,spanish
1733,sacar,5,spanish
1734,publicidad,10,spanish
1735,previsto,8,spanish
1736,entorno,7,spanish
1738,resistencia,11,spanish
1741,saben,5,spanish
1742,generalmente,12,spanish
1744,dormir,6,spanish
1745,individuo,9,spanish
1746,cuerpos,7,spanish
1747,corto,5,spanish
1748,organismos,10,spanish
1749,especiales,10,spanish
1750,internet,8,spanish
1751,bancos,6,spanish
1752,jugador,7,spanish
1753,esfuerzos,9,spanish
1754,beneficios,10,spanish
1755,terminar,8,spanish
1756,equilibrio,10,spanish
1758,lectura,7,spanish
1759,piezas,6,spanish
1761,aproximadamente,15,spanish
1762,abre,4,spanish
1763,david,5,spanish
1764,llevado,7,spanish
1765,privado,7,spanish
1767,roberto,7,spanish
1768,actuales,8,spanish
1769,graves,6,spanish
1770,sonrisa,7,spanish
1772,foto,4,spanish
1773,perspectiva,11,spanish
1774,cifra,5,spanish
1776,interesante,11,spanish
1777,constitucional,14,spanish
1778,aceptar,7,spanish
1779,producido,9,spanish
1780,bolsa,5,spanish
1781,factor,6,spanish
1782,noches,6,spanish
1783,reconocimiento,14,spanish
1784,juventud,8,spanish
1785,habitual,8,spanish
1787,requiere,8,spanish
1788,fuese,5,spanish
1790,llamar,6,spanish
1791,duro,4,spanish
1792,universal,9,spanish
1793,explicar,8,spanish
1794,presentan,9,spanish
1798,serio,5,spanish
1800,comprender,10,spanish
1801,reino,5,spanish
1806,fuertes,7,spanish
1807,sonido,6,spanish
1808,inteligencia,12,spanish
1810,establece,9,spanish
1811,hubiese,7,spanish
1812,plena,5,spanish
1815,aznar,5,spanish
1816,daniel,6,spanish
1817,francesa,8,spanish
1818,legal,5,spanish
1822,ocurrido,8,spanish
1824,vuelto,6,spanish
1825,diputado,8,spanish
1826,correspondiente,15,spanish
1827,interna,7,spanish
1828,musical,7,spanish
1829,segundos,8,spanish
1830,recientemente,13,spanish
1831,empieza,7,spanish
1832,decreto,7,spanish
1833,china,5,spanish
1836,suelen,6,spanish
1837,perfectamente,13,spanish
1839,inversiones,11,spanish
1841,espalda,7,spanish
1842,producen,8,spanish
1845,sucede,6,spanish
1846,contexto,8,spanish
1847,claramente,10,spanish
1848,paredes,7,spanish
1849,motivos,7,spanish
1850,ciencias,8,spanish
1851,tuve,4,spanish
1852,isabel,6,spanish
1853,argentino,9,spanish
1854,inicio,6,spanish
1855,mercados,8,spanish
1857,estudiar,8,spanish
1859,culturales,10,spanish
1861,llevan,6,spanish
1862,amplio,6,spanish
1863,queremos,8,spanish
1864,apertura,8,spanish
1865,dedos,5,spanish
1866,vale,4,spanish
1867,creer,5,spanish
1868,voto,4,spanish
1869,participar,10,spanish
1872,teresa,6,spanish
1874,voces,5,spanish
1875,pienso,6,spanish
1877,inicial,7,spanish
1878,escala,6,spanish
1879,estrellas,9,spanish
1881,guatemala,9,spanish
1882,temor,5,spanish
1883,encontrado,10,spanish
1884,compra,6,spanish
1886,dudas,5,spanish
1887,reconocer,9,spanish
1889,actuar,6,spanish
1890,reales,6,spanish
1891,universo,8,spanish
1892,directo,7,spanish
1893,negociaciones,13,spanish
1894,ricardo,7,spanish
1895,instalaciones,13,spanish
1897,aparato,7,spanish
1898,lleno,5,spanish
1899,intelectual,11,spanish
1900,cifras,6,spanish
1903,ciclo,5,spanish
1904,valle,5,spanish
1905,pensaba,7,spanish
1906,forman,6,spanish
1907,dirigente,9,spanish
1908,pide,4,spanish
1910,cuestiones,10,spanish
1911,puesta,6,spanish
1913,ruiz,4,spanish
1915,pecho,5,spanish
1916,honor,5,spanish
1917,pedir,5,spanish
1918,formar,6,spanish
1919,numerosos,9,spanish
1920,seguramente,11,spanish
1922,recurso,7,spanish
1923,independiente,13,spanish
1924,posiciones,10,spanish
1925,sociedades,10,spanish
1926,exteriores,10,spanish
1927,cita,4,spanish
1928,periodo,7,spanish
1929,propuestas,10,spanish
1930,empleados,9,spanish
1931,teniendo,8,spanish
1932,agencia,7,spanish
1933,cuadros,7,spanish
1934,partida,7,spanish
1937,mirar,5,spanish
1938,rica,4,spanish
1939,mexicano,8,spanish
1940,modelos,7,spanish
1941,regreso,7,spanish
1942,gobiernos,9,spanish
1943,constituyen,11,spanish
1944,absoluta,8,spanish
1945,clima,5,spanish
1946,criterio,8,spanish
1947,latina,6,spanish
1949,punta,5,spanish
1950,amplia,6,spanish
1951,registro,8,spanish
1953,patria,6,spanish
1954,posee,5,spanish
1956,servir,6,spanish
1957,lluvia,6,spanish
1958,ganado,6,spanish
1959,pasando,7,spanish
1960,construir,9,spanish
1961,completa,8,spanish
1962,personales,10,spanish
1963,reducir,7,spanish
1964,desarrollar,11,spanish
1965,alcance,7,spanish
1966,deporte,7,spanish
1967,pacto,5,spanish
1969,quedaba,7,spanish
1970,vicepresidente,14,spanish
1971,alcohol,7,spanish
1974,inferior,8,spanish
1975,tasa,4,spanish
1976,expertos,8,spanish
1977,extranjero,10,spanish
1978,diciendo,8,spanish
1979,olvidar,7,spanish
1980,presentes,9,spanish
1981,pensando,8,spanish
1982,esperaba,8,spanish
1986,batalla,7,spanish
1987,alternativa,11,spanish
1988,nacido,6,spanish
1990,penal,5,spanish
1991,llena,5,spanish
1993,hablaba,7,spanish
1994,turismo,7,spanish
1995,papeles,7,spanish
1996,menudo,6,spanish
1997,angel,5,spanish
1998,papa,4,spanish
1999,populares,9,spanish
2003,determinado,11,spanish
2004,convertirse,11,spanish
2005,global,6,spanish
2007,instrumento,11,spanish
2008,dura,4,spanish
2009,significado,11,spanish
2010,intensidad,10,spanish
2011,posterior,9,spanish
2014,nuevamente,10,spanish
2015,hierro,6,spanish
2016,seguido,7,spanish
2017,once,4,spanish
2018,conseguido,10,spanish
2020,soledad,7,spanish
2021,mirando,7,spanish
2022,presentado,10,spanish
2023,instrumentos,12,spanish
2024,supo,4,spanish
2025,disco,5,spanish
2026,festival,8,spanish
2027,llegan,6,spanish
2028,mezcla,6,spanish
2029,drogas,6,spanish
2030,vivienda,8,spanish
2032,escuchar,8,spanish
2033,coronel,7,spanish
2034,completamente,13,spanish
2035,ideal,5,spanish
2037,textos,6,spanish
2038,hambre,6,spanish
2039,solidaridad,11,spanish
2040,vicente,7,spanish
2041,continuar,9,spanish
2042,porcentaje,10,spanish
2043,artes,5,spanish
2044,vienen,6,spanish
2046,villa,5,spanish
2048,nicaragua,9,spanish
2050,lector,6,spanish
2051,estructuras,11,spanish
2052,venir,5,spanish
2053,castillo,8,spanish
2056,sindicatos,10,spanish
2058,amenaza,7,spanish
2059,representante,13,spanish
2060,comerciales,11,spanish
2061,puedes,6,spanish
2062,planeta,7,spanish
2064,beneficio,9,spanish
2065,miami,5,spanish
2066,buscando,8,spanish
2067,sentimientos,12,spanish
2068,comprar,7,spanish
2069,quedar,6,spanish
2070,accidente,9,spanish
2071,ventaja,7,spanish
2072,impuesto,8,spanish
2073,dejando,7,spanish
2074,distinto,8,spanish
2076,semejante,9,spanish
2078,occidental,10,spanish
2079,capaces,7,spanish
2081,tengan,6,spanish
2082,ruido,5,spanish
2083,individuos,10,spanish
2085,vestido,7,spanish
2086,comunista,9,spanish
2087,moda,4,spanish
2090,experiencias,12,spanish
2091,espejo,6,spanish
2092,puente,6,spanish
2093,ingreso,7,spanish
2096,convierte,9,spanish
2097,viejos,6,spanish
2098,empezar,7,spanish
2099,profesores,10,spanish
2101,basta,5,spanish
2104,dijeron,7,spanish
2105,comunes,7,spanish
2106,sentimiento,11,spanish
2107,sentencia,9,spanish
2108,estatal,7,spanish
2109,madrugada,9,spanish
2110,moderna,7,spanish
2111,impacto,7,spanish
2112,complejo,8,spanish
2113,denuncia,8,spanish
2114,toro,4,spanish
2116,tabla,5,spanish
2117,delito,6,spanish
2118,ventas,6,spanish
2119,dominio,7,spanish
2120,entidades,9,spanish
2121,superiores,10,spanish
2122,candidatos,10,spanish
2123,gloria,6,spanish
2125,indios,6,spanish
2127,john,4,spanish
2130,absoluto,8,spanish
2131,agricultura,11,spanish
2132,marcos,6,spanish
2137,fueran,6,spanish
2138,asistencia,10,spanish
2140,torres,6,spanish
2142,triste,6,spanish
2144,enfermo,7,spanish
2145,cuyas,5,spanish
2148,placer,6,spanish
2149,humor,5,spanish
2150,mecanismos,10,spanish
2151,cerebro,7,spanish
2152,caliente,8,spanish
2153,excelente,9,spanish
2154,darse,5,spanish
2155,conocimientos,13,spanish
2158,ganas,5,spanish
2160,profunda,8,spanish
2161,manifestaciones,15,spanish
2162,dosis,5,spanish
2164,paro,4,spanish
2165,profundo,8,spanish
2166,conceptos,9,spanish
2168,altas,5,spanish
2169,pared,5,spanish
2171,estrella,8,spanish
2173,perro,5,spanish
2174,intentar,8,spanish
2175,aumentar,8,spanish
2176,asesinato,9,spanish
2178,ignacio,7,spanish
2179,roja,4,spanish
2180,permiten,8,spanish
2181,despacho,8,spanish
2183,poca,4,spanish
2184,recibe,6,spanish
2185,muchacho,8,spanish
2186,considerado,11,spanish
2187,conversaciones,14,spanish
2190,viven,5,spanish
2191,consideran,10,spanish
2192,restos,6,spanish
2193,tomado,6,spanish
2194,estadio,7,spanish
2195,actores,7,spanish
2197,conviene,8,spanish
2198,errores,7,spanish
2199,negros,6,spanish
2200,humanidad,9,spanish
2201,individual,10,spanish
2202,hogar,5,spanish
2203,conocida,8,spanish
2204,acontecimientos,15,spanish
2205,minuto,6,spanish
2207,pantalla,8,spanish
2208,estadounidense,14,spanish
2209,progreso,8,spanish
2211,pieza,5,spanish
2212,firme,5,spanish
2213,fundamentales,13,spanish
2214,olor,4,spanish
2215,gracia,6,spanish
2217,esencial,8,spanish
2218,exige,5,spanish
2219,viva,4,spanish
2220,norteamericana,14,spanish
2221,nacimiento,10,spanish
2222,polvo,5,spanish
2223,castilla,8,spanish
2224,fundamentalmente,16,spanish
2225,impuestos,9,spanish
2226,implica,7,spanish
2227,utiliza,7,spanish
2228,totalidad,9,spanish
2230,italiano,8,spanish
2231,postura,7,spanish
2232,clientes,8,spanish
2233,luces,5,spanish
2234,encontramos,11,spanish
2235,liberal,7,spanish
2236,interno,7,spanish
2237,dientes,7,spanish
2238,sesenta,7,spanish
2239,exactamente,11,spanish
2241,cuento,6,spanish
2242,virus,5,spanish
2243,tareas,6,spanish
2246,funcionario,11,spanish
2248,residencia,10,spanish
2249,absolutamente,13,spanish
2250,dolores,7,spanish
2254,caminos,7,spanish
2255,torneo,6,spanish
2256,acabar,6,spanish
2258,fracaso,7,spanish
2259,recorrido,9,spanish
2260,contiene,8,spanish
2261,eficacia,8,spanish
2264,inglaterra,10,spanish
2265,concreto,8,spanish
2266,determinar,10,spanish
2267,haberse,7,spanish
2268,reglas,6,spanish
2269,clinton,7,spanish
2272,localidad,9,spanish
2273,escuelas,8,spanish
2274,distinta,8,spanish
2275,seguida,7,spanish
2276,paisaje,7,spanish
2277,comprobar,9,spanish
2278,numerosas,9,spanish
2279,creciente,9,spanish
2283,crimen,6,spanish
2285,pintor,6,spanish
2286,suya,4,spanish
2287,definitivamente,15,spanish
2288,propiedades,11,spanish
2289,cierre,6,spanish
2290,jueces,6,spanish
2291,ofrecer,7,spanish
2293,frontera,8,spanish
2294,virgen,6,spanish
2296,municipales,11,spanish
2297,marina,6,spanish
2298,abuela,6,spanish
2299,componentes,11,spanish
2300,adecuada,8,spanish
2302,esperando,9,spanish
2303,oscuro,6,spanish
2304,parecido,8,spanish
2305,detenido,8,spanish
2306,gasto,5,spanish
2307,malo,4,spanish
2308,pura,4,spanish
2309,investigadores,14,spanish
2310,cargos,6,spanish
2312,pasaba,6,spanish
2313,abandonar,9,spanish
2314,sierra,6,spanish
2315,lima,4,spanish
2318,pausa,5,spanish
2321,siguiendo,9,spanish
2323,habana,6,spanish
2326,editorial,9,spanish
2329,playa,5,spanish
2330,invierno,8,spanish
2331,convenio,8,spanish
2332,infantil,8,spanish
2334,horno,5,spanish
2336,elegido,7,spanish
2337,concurso,8,spanish
2339,probable,8,spanish
2340,observar,8,spanish
2342,reconoce,8,spanish
2343,anual,5,spanish
2344,trabajando,10,spanish
2345,responde,8,spanish
2346,tren,4,spanish
2347,presidencial,12,spanish
2349,interesa,8,spanish
2350,supremo,7,spanish
2351,enemigo,7,spanish
2352,respectivamente,15,spanish
2353,dificultad,10,spanish
2354,similares,9,spanish
2355,entiende,8,spanish
2356,morales,7,spanish
2358,norma,5,spanish
2359,mental,6,spanish
2360,soluciones,10,spanish
2361,adecuado,8,spanish
2363,santos,6,spanish
2364,amistad,7,spanish
2365,derrota,7,spanish
2367,positivo,8,spanish
2371,embajador,9,spanish
2373,dulce,5,spanish
2374,promedio,8,spanish
2375,letras,6,spanish
2376,cuesta,6,spanish
2377,academia,8,spanish
2378,mando,5,spanish
2379,costumbre,9,spanish
2380,colectivo,9,spanish
2381,piedras,7,spanish
2382,rasgos,6,spanish
2383,industriales,12,spanish
2385,protesta,8,spanish
2386,viajes,6,spanish
2387,chica,5,spanish
2389,moneda,6,spanish
2391,comunicado,10,spanish
2392,mantenimiento,13,spanish
2394,manejo,6,spanish
2396,patrimonio,10,spanish
2397,exclusivamente,14,spanish
2398,antiguos,8,spanish
2399,universidades,13,spanish
2400,frecuente,9,spanish
2401,oficio,6,spanish
2402,ayudar,6,spanish
2403,pedido,6,spanish
2404,superar,7,spanish
2405,auto,4,spanish
2406,relato,6,spanish
2407,unido,5,spanish
2408,sentado,7,spanish
2409,quisiera,8,spanish
2410,detalle,7,spanish
2411,quedaron,8,spanish
2412,obligado,8,spanish
2413,libres,6,spanish
2416,aeropuerto,10,spanish
2417,pobreza,7,spanish
2419,cumbre,6,spanish
2421,cubano,6,spanish
2422,solar,5,spanish
2423,costo,5,spanish
2424,hubieran,8,spanish
2425,tesis,5,spanish
2427,armadas,7,spanish
2428,hice,4,spanish
2430,dada,4,spanish
2431,estabilidad,11,spanish
2432,vaso,4,spanish
2433,mecanismo,9,spanish
2434,escribe,7,spanish
